Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/12/12, 01:09:25, 47.412228, 4.904651, 349.38,  1332.00, 351, -2, 0.00, 1
2016/12/12, 01:21:22, 47.412975, 4.904499, 343.48,  2232.00, 184, 0, 83.85, 1
2016/12/12, 01:32:45, 47.413017, 4.904714, 296.77,  1872.00, 204, 0, 16.84, 1
2016/12/12, 07:03:16, 47.413017, 4.904714, 296.77,  1872.00, 204, 0, 0.00, 1
2016/12/12, 08:00:56, 47.411987, 4.904289, 329.15,  2700.00, 216, 0, 118.91, 1
2016/12/12, 08:10:45, 47.412769, 4.905145, 333.37,  468.00, 249, 0, 108.21, 1
2016/12/12, 08:48:11, 47.413139, 4.904923, 410.29,  72.00, 193, 0, 44.40, 1
2016/12/12, 09:39:46, 47.413628, 4.903004, 339.47,  324.00, 156, 0, 154.30, 1
2016/12/12, 09:49:21, 47.413616, 4.902967, 403.63,  0.00, 120, 0, 3.09, 1
2016/12/12, 09:58:59, 47.413765, 4.903635, 373.62,  1152.00, 347, 0, 52.92, 1
2016/12/12, 10:08:32, 47.413811, 4.903809, 401.57,  1008.00, 291, 0, 14.06, 1
2016/12/12, 10:18:07, 47.413849, 4.903642, 390.41,  0.00, 203, 0, 13.26, 1
2016/12/12, 10:27:46, 47.413971, 4.903772, 399.39,  0.00, 136, 0, 16.72, 1
2016/12/12, 10:37:28, 47.413715, 4.903722, 396.77,  756.00, 254, 0, 28.71, 1
2016/12/12, 10:47:08, 47.413742, 4.902756, 268.33,  900.00, 30, 0, 72.75, 1
2016/12/12, 10:56:46, 47.413132, 4.902987, 391.77,  2592.00, 98, 0, 70.02, 1
2016/12/12, 11:06:27, 47.412884, 4.901732, 330.46,  4680.00, 202, 0, 98.38, 1
2016/12/12, 11:16:03, 47.413055, 4.901130, 253.58,  576.00, 240, 0, 49.13, 1
2016/12/12, 11:25:39, 47.412849, 4.900487, 331.37,  0.00, 29, 0, 53.53, 1
2016/12/12, 11:35:13, 47.412472, 4.900407, 319.18,  0.00, 0, 0, 42.35, 1
2016/12/12, 11:44:49, 47.412258, 4.902582, 358.19,  0.00, 36, 0, 165.38, 1
2016/12/12, 11:54:23, 47.413021, 4.904224, 342.18,  0.00, 0, 0, 149.88, 1
2016/12/12, 12:03:58, 47.413673, 4.904468, 348.21,  0.00, 40, 0, 74.79, 1
2016/12/12, 12:13:38, 47.414093, 4.905015, 371.81,  3276.00, 338, 0, 62.25, 1
2016/12/12, 12:23:20, 47.414158, 4.905095, 363.82,  2304.00, 170, 0, 9.41, 1
2016/12/12, 12:29:33, 47.414165, 4.904589, 346.28,  11376.00, 7, -1, 38.08, 1
2016/12/12, 12:39:10, 47.414154, 4.903849, 391.91,  0.00, 353, 0, 55.69, 1
2016/12/12, 12:48:54, 47.413891, 4.903444, 380.95,  1764.00, 97, 0, 42.24, 1
2016/12/12, 12:58:38, 47.413174, 4.903115, 388.38,  0.00, 295, 0, 83.48, 1
2016/12/12, 14:41:22, 47.413174, 4.903115, 388.38,  0.00, 295, 0, 0.00, 1
2016/12/12, 15:17:12, 47.413227, 4.904506, 299.57,  1512.00, 224, 0, 104.83, 1
2016/12/12, 17:12:34, 47.413227, 4.904506, 299.57,  1512.00, 224, 0, 0.00, 1
2016/12/12, 17:33:56, 47.412151, 4.904492, 341.33,  828.00, 72, 0, 119.65, 1
2016/12/12, 17:43:40, 47.412323, 4.905198, 361.00,  2916.00, 352, 0, 56.46, 1
2016/12/12, 17:53:17, 47.412796, 4.905344, 353.31,  1224.00, 100, 0, 53.73, 1
2016/12/12, 18:03:55, 47.412708, 4.904624, 346.26,  1548.00, 91, 0, 55.05, 1
2016/12/12, 18:47:06, 47.412708, 4.904624, 346.26,  1548.00, 91, 0, 0.00, 1
2016/12/12, 19:06:44, 47.415863, 4.908350, 1898.74,  1404.00, 120, 0, 449.09, 1
2016/12/12, 19:16:34, 47.412235, 4.904822, 431.43,  180.00, 158, 0, 482.92, 1
2016/12/12, 19:26:15, 47.412506, 4.905003, 341.67,  5004.00, 157, 0, 33.07, 1
2016/12/12, 19:35:52, 47.412891, 4.905441, 328.13,  72.00, 82, 0, 54.03, 1
2016/12/12, 19:45:28, 47.412933, 4.905484, 277.88,  1980.00, 216, 0, 5.68, 1
2016/12/12, 19:55:51, 47.413280, 4.904164, 281.71,  2196.00, 126, 0, 106.56, 1
