Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/12/20, 10:07:39, 47.411282, 4.901913, 615.03,  2124.00, 100, -2, 0.00, 1
2016/12/20, 10:17:54, 47.411282, 4.901913, 615.03,  2124.00, 100, 0, 0.00, 1
2016/12/20, 10:59:28, 47.411617, 4.900014, 362.99,  1404.00, 308, 0, 147.67, 1
2016/12/20, 11:38:58, 47.412479, 4.900419, 300.87,  2448.00, 247, 0, 100.58, 1
2016/12/20, 12:15:03, 47.412113, 4.900728, 348.54,  1224.00, 99, 0, 46.87, 1
2016/12/20, 12:50:24, 47.410919, 4.899763, 354.73,  504.00, 161, 0, 151.33, 1
2016/12/20, 12:59:58, 47.411167, 4.899766, 384.23,  540.00, 145, 0, 27.58, 1
2016/12/20, 13:09:26, 47.411022, 4.900266, 358.19,  0.00, 127, 0, 40.93, 1
2016/12/20, 13:18:59, 47.411022, 4.900266, 358.19,  0.00, 127, 0, 0.00, 1
2016/12/20, 13:28:22, 47.410522, 4.900299, 432.29,  6048.00, 149, 0, 55.65, 1
2016/12/20, 13:37:52, 47.410889, 4.900851, 330.36,  2736.00, 77, 0, 58.23, 1
2016/12/20, 13:47:26, 47.410843, 4.900696, 356.56,  540.00, 57, 0, 12.74, 1
2016/12/20, 13:57:00, 47.410954, 4.900595, 354.54,  1476.00, 50, 0, 14.49, 1
2016/12/20, 14:06:32, 47.411228, 4.900603, 318.47,  1260.00, 78, 0, 30.47, 1
2016/12/20, 14:16:27, 47.411320, 4.900495, 337.13,  144.00, 42, 0, 13.07, 1
2016/12/20, 14:26:06, 47.411015, 4.900610, 332.09,  1728.00, 7, 0, 35.00, 1
2016/12/20, 14:35:47, 47.411087, 4.900356, 345.80,  900.00, 64, 0, 20.72, 1
2016/12/20, 14:45:23, 47.411263, 4.900271, 379.68,  792.00, 118, 0, 20.59, 1
2016/12/20, 14:54:54, 47.411316, 4.900433, 368.37,  0.00, 30, 0, 13.54, 1
2016/12/20, 15:04:37, 47.411404, 4.899980, 334.20,  1692.00, 318, 0, 35.46, 1
2016/12/20, 15:14:14, 47.411690, 4.900360, 361.70,  3276.00, 222, 0, 42.77, 1
2016/12/20, 15:23:43, 47.411221, 4.899878, 427.04,  0.00, 71, 0, 63.52, 1
2016/12/20, 15:33:09, 47.411545, 4.900076, 283.52,  0.00, 279, 0, 38.99, 1
2016/12/20, 15:42:41, 47.411240, 4.899836, 429.66,  324.00, 87, 0, 38.42, 1
2016/12/20, 15:52:16, 47.411114, 4.899676, 342.98,  648.00, 84, 0, 18.47, 1
2016/12/20, 16:01:49, 47.411198, 4.900213, 315.53,  1800.00, 222, 0, 41.47, 1
2016/12/20, 16:11:29, 47.411091, 4.900040, 327.86,  540.00, 238, 0, 17.64, 1
2016/12/20, 16:21:08, 47.411011, 4.899612, 347.47,  972.00, 133, 0, 33.41, 1
2016/12/20, 16:30:48, 47.411354, 4.900287, 279.09,  612.00, 151, 0, 63.52, 1
2016/12/20, 16:40:24, 47.411438, 4.900633, 324.53,  396.00, 90, 0, 27.66, 1
2016/12/20, 16:49:51, 47.411495, 4.901093, 297.29,  1116.00, 105, 0, 35.19, 1
2016/12/20, 16:59:32, 47.410736, 4.901060, 350.78,  1044.00, 233, 0, 84.43, 1
2016/12/20, 17:09:26, 47.411518, 4.901199, 336.35,  1404.00, 19, 0, 87.58, 1
2016/12/20, 17:19:29, 47.411343, 4.901166, 360.61,  4680.00, 323, 0, 19.62, 1
2016/12/20, 17:32:38, 47.411068, 4.900744, 390.51,  1152.00, 265, 0, 44.08, 1
2016/12/20, 17:45:11, 47.411118, 4.900468, 349.86,  144.00, 174, 0, 21.50, 1
2016/12/20, 17:57:36, 47.411018, 4.901219, 413.47,  936.00, 89, 0, 57.60, 1
2016/12/20, 18:07:05, 47.411282, 4.901120, 460.82,  2448.00, 91, 0, 30.29, 1
2016/12/20, 18:16:36, 47.411282, 4.901016, 476.86,  360.00, 340, 0, 7.83, 1
2016/12/20, 18:26:01, 47.411861, 4.900830, 424.11,  1332.00, 91, 0, 65.89, 1
2016/12/20, 18:35:26, 47.411842, 4.900510, 349.91,  2412.00, 208, 0, 24.17, 1
2016/12/20, 18:45:14, 47.412292, 4.900485, 433.21,  1512.00, 319, 0, 50.07, 1
2016/12/20, 18:55:17, 47.411919, 4.900469, 385.92,  2196.00, 342, 0, 41.49, 1
2016/12/20, 19:09:13, 47.410839, 4.900689, 482.77,  5184.00, 126, -4, 121.23, 1
